tweet_id,author_id,inbound,created_at,text,response_by_tweet_id,in_response_to_tweet_id
392,user_392,True,Tue Oct 31 23:00:00 +0000 2017,@AppleSupport I was double charged for my Apple Music subscription this month! I want a refund.,393,
393,AppleSupport,False,Tue Oct 31 23:05:00 +0000 2017,@customer_7 We can help review charges. Please visit reportaproblem.apple.com to check purchase history and request a refund.,,392
394,user_394,True,Tue Oct 31 23:10:00 +0000 2017,@AppleSupport How do I cancel an app subscription that renewed automatically today?,395,
395,AppleSupport,False,Tue Oct 31 23:15:00 +0000 2017,"@customer_8 Go to Settings > [Your Name] > Subscriptions, tap the subscription, and select Cancel Subscription.",,394
396,user_396,True,Tue Oct 31 23:20:00 +0000 2017,@AppleSupport Left AirPod Pro won't connect or charge in the case.,397,
397,AppleSupport,False,Tue Oct 31 23:25:00 +0000 2017,"@customer_9 Clean the charging contacts inside the case and AirPod stem, then hold the setup button on case to reset.",,396
398,user_398,True,Tue Oct 31 23:30:00 +0000 2017,@AppleSupport Can I book a Genius Bar appointment for screen replacement online?,399,
399,AppleSupport,False,Tue Oct 31 23:35:00 +0000 2017,@user_3980 Yes! You can schedule an appointment via support.apple.com or the Apple Support iOS app.,,398
400,user_400,True,Tue Oct 31 22:10:00 +0000 2017,@AppleSupport My iPhone screen went completely black after the latest update and won't turn on!,401,
401,AppleSupport,False,Tue Oct 31 22:15:00 +0000 2017,"@user_400 We're here to help! Try a forced restart by pressing Volume Up, Volume Down, then hold Power button.",,400
402,user_402,True,Tue Oct 31 22:12:00 +0000 2017,@AppleSupport My iPhone 11 battery drains from 100% to 10% in just two hours. Is this a hardware glitch?,403,
403,AppleSupport,False,Tue Oct 31 22:18:00 +0000 2017,"@user_402 Battery health is vital. Check Settings > Battery > Battery Health, and send us a DM with your iOS version.",,402
404,user_404,True,Tue Oct 31 22:20:00 +0000 2017,"@AppleSupport Ever since updating to iOS 17, WiFi keeps disconnecting every few minutes.",405,
405,AppleSupport,False,Tue Oct 31 22:25:00 +0000 2017,@customer_3 Let's fix that. Go to Settings > General > Transfer or Reset > Reset Network Settings.,,404
406,user_406,True,Tue Oct 31 22:30:00 +0000 2017,@AppleSupport My phone is stuck on the Apple logo during software update. What should I do?,407,
407,AppleSupport,False,Tue Oct 31 22:35:00 +0000 2017,@customer_4 Connect to Finder/iTunes on a Mac/PC and enter Recovery Mode to restore or update your device.,,406
408,user_408,True,Tue Oct 31 22:40:00 +0000 2017,@AppleSupport Forgot my Apple ID password and security questions. Cannot sign into iCloud.,409,
409,AppleSupport,False,Tue Oct 31 22:45:00 +0000 2017,@customer_5 You can reset your password securely at iforgot.apple.com or via the Support app on a trusted device.,,408
410,user_410,True,Tue Oct 31 22:50:00 +0000 2017,@AppleSupport My iCloud storage says full even after deleting hundreds of photos!,411,
411,AppleSupport,False,Tue Oct 31 22:55:00 +0000 2017,@customer_6 Photos stay in 'Recently Deleted' for 30 days. Be sure to empty that folder in the Photos app.,,410
412,user_412,True,Tue Oct 31 23:00:00 +0000 2017,@AppleSupport I was double charged for my Apple Music subscription this month! I want a refund.,413,
413,AppleSupport,False,Tue Oct 31 23:05:00 +0000 2017,@customer_7 We can help review charges. Please visit reportaproblem.apple.com to check purchase history and request a refund.,,412
414,user_414,True,Tue Oct 31 23:10:00 +0000 2017,@AppleSupport How do I cancel an app subscription that renewed automatically today?,415,
415,AppleSupport,False,Tue Oct 31 23:15:00 +0000 2017,"@customer_8 Go to Settings > [Your Name] > Subscriptions, tap the subscription, and select Cancel Subscription.",,414
416,user_416,True,Tue Oct 31 23:20:00 +0000 2017,@AppleSupport Left AirPod Pro won't connect or charge in the case.,417,
417,AppleSupport,False,Tue Oct 31 23:25:00 +0000 2017,"@customer_9 Clean the charging contacts inside the case and AirPod stem, then hold the setup button on case to reset.",,416
418,user_418,True,Tue Oct 31 23:30:00 +0000 2017,@AppleSupport Can I book a Genius Bar appointment for screen replacement online?,419,
419,AppleSupport,False,Tue Oct 31 23:35:00 +0000 2017,@user_4180 Yes! You can schedule an appointment via support.apple.com or the Apple Support iOS app.,,418
420,user_420,True,Tue Oct 31 22:10:00 +0000 2017,@AppleSupport My iPhone screen went completely black after the latest update and won't turn on!,421,
421,AppleSupport,False,Tue Oct 31 22:15:00 +0000 2017,"@user_420 We're here to help! Try a forced restart by pressing Volume Up, Volume Down, then hold Power button.",,420
422,user_422,True,Tue Oct 31 22:12:00 +0000 2017,@AppleSupport My iPhone 11 battery drains from 100% to 10% in just two hours. Is this a hardware glitch?,423,
423,AppleSupport,False,Tue Oct 31 22:18:00 +0000 2017,"@user_422 Battery health is vital. Check Settings > Battery > Battery Health, and send us a DM with your iOS version.",,422
424,user_424,True,Tue Oct 31 22:20:00 +0000 2017,"@AppleSupport Ever since updating to iOS 17, WiFi keeps disconnecting every few minutes.",425,
425,AppleSupport,False,Tue Oct 31 22:25:00 +0000 2017,@customer_3 Let's fix that. Go to Settings > General > Transfer or Reset > Reset Network Settings.,,424
426,user_426,True,Tue Oct 31 22:30:00 +0000 2017,@AppleSupport My phone is stuck on the Apple logo during software update. What should I do?,427,
427,AppleSupport,False,Tue Oct 31 22:35:00 +0000 2017,@customer_4 Connect to Finder/iTunes on a Mac/PC and enter Recovery Mode to restore or update your device.,,426
428,user_428,True,Tue Oct 31 22:40:00 +0000 2017,@AppleSupport Forgot my Apple ID password and security questions. Cannot sign into iCloud.,429,
429,AppleSupport,False,Tue Oct 31 22:45:00 +0000 2017,@customer_5 You can reset your password securely at iforgot.apple.com or via the Support app on a trusted device.,,428
430,user_430,True,Tue Oct 31 22:50:00 +0000 2017,@AppleSupport My iCloud storage says full even after deleting hundreds of photos!,431,
431,AppleSupport,False,Tue Oct 31 22:55:00 +0000 2017,@customer_6 Photos stay in 'Recently Deleted' for 30 days. Be sure to empty that folder in the Photos app.,,430
432,user_432,True,Tue Oct 31 23:00:00 +0000 2017,@AppleSupport I was double charged for my Apple Music subscription this month! I want a refund.,433,
433,AppleSupport,False,Tue Oct 31 23:05:00 +0000 2017,@customer_7 We can help review charges. Please visit reportaproblem.apple.com to check purchase history and request a refund.,,432
434,user_434,True,Tue Oct 31 23:10:00 +0000 2017,@AppleSupport How do I cancel an app subscription that renewed automatically today?,435,
435,AppleSupport,False,Tue Oct 31 23:15:00 +0000 2017,"@customer_8 Go to Settings > [Your Name] > Subscriptions, tap the subscription, and select Cancel Subscription.",,434
436,user_436,True,Tue Oct 31 23:20:00 +0000 2017,@AppleSupport Left AirPod Pro won't connect or charge in the case.,437,
437,AppleSupport,False,Tue Oct 31 23:25:00 +0000 2017,"@customer_9 Clean the charging contacts inside the case and AirPod stem, then hold the setup button on case to reset.",,436
438,user_438,True,Tue Oct 31 23:30:00 +0000 2017,@AppleSupport Can I book a Genius Bar appointment for screen replacement online?,439,
439,AppleSupport,False,Tue Oct 31 23:35:00 +0000 2017,@user_4380 Yes! You can schedule an appointment via support.apple.com or the Apple Support iOS app.,,438
440,user_440,True,Tue Oct 31 22:10:00 +0000 2017,@AppleSupport My iPhone screen went completely black after the latest update and won't turn on!,441,
441,AppleSupport,False,Tue Oct 31 22:15:00 +0000 2017,"@user_440 We're here to help! Try a forced restart by pressing Volume Up, Volume Down, then hold Power button.",,440
442,user_442,True,Tue Oct 31 22:12:00 +0000 2017,@AppleSupport My iPhone 11 battery drains from 100% to 10% in just two hours. Is this a hardware glitch?,443,
443,AppleSupport,False,Tue Oct 31 22:18:00 +0000 2017,"@user_442 Battery health is vital. Check Settings > Battery > Battery Health, and send us a DM with your iOS version.",,442
444,user_444,True,Tue Oct 31 22:20:00 +0000 2017,"@AppleSupport Ever since updating to iOS 17, WiFi keeps disconnecting every few minutes.",445,
445,AppleSupport,False,Tue Oct 31 22:25:00 +0000 2017,@customer_3 Let's fix that. Go to Settings > General > Transfer or Reset > Reset Network Settings.,,444
446,user_446,True,Tue Oct 31 22:30:00 +0000 2017,@AppleSupport My phone is stuck on the Apple logo during software update. What should I do?,447,
447,AppleSupport,False,Tue Oct 31 22:35:00 +0000 2017,@customer_4 Connect to Finder/iTunes on a Mac/PC and enter Recovery Mode to restore or update your device.,,446
448,user_448,True,Tue Oct 31 22:40:00 +0000 2017,@AppleSupport Forgot my Apple ID password and security questions. Cannot sign into iCloud.,449,
449,AppleSupport,False,Tue Oct 31 22:45:00 +0000 2017,@customer_5 You can reset your password securely at iforgot.apple.com or via the Support app on a trusted device.,,448
450,user_450,True,Tue Oct 31 22:50:00 +0000 2017,@AppleSupport My iCloud storage says full even after deleting hundreds of photos!,451,
451,AppleSupport,False,Tue Oct 31 22:55:00 +0000 2017,@customer_6 Photos stay in 'Recently Deleted' for 30 days. Be sure to empty that folder in the Photos app.,,450
452,user_452,True,Tue Oct 31 23:00:00 +0000 2017,@AppleSupport I was double charged for my Apple Music subscription this month! I want a refund.,453,
453,AppleSupport,False,Tue Oct 31 23:05:00 +0000 2017,@customer_7 We can help review charges. Please visit reportaproblem.apple.com to check purchase history and request a refund.,,452
454,user_454,True,Tue Oct 31 23:10:00 +0000 2017,@AppleSupport How do I cancel an app subscription that renewed automatically today?,455,
455,AppleSupport,False,Tue Oct 31 23:15:00 +0000 2017,"@customer_8 Go to Settings > [Your Name] > Subscriptions, tap the subscription, and select Cancel Subscription.",,454
456,user_456,True,Tue Oct 31 23:20:00 +0000 2017,@AppleSupport Left AirPod Pro won't connect or charge in the case.,457,
457,AppleSupport,False,Tue Oct 31 23:25:00 +0000 2017,"@customer_9 Clean the charging contacts inside the case and AirPod stem, then hold the setup button on case to reset.",,456
458,user_458,True,Tue Oct 31 23:30:00 +0000 2017,@AppleSupport Can I book a Genius Bar appointment for screen replacement online?,459,
459,AppleSupport,False,Tue Oct 31 23:35:00 +0000 2017,@user_4580 Yes! You can schedule an appointment via support.apple.com or the Apple Support iOS app.,,458
460,user_460,True,Tue Oct 31 22:10:00 +0000 2017,@AppleSupport My iPhone screen went completely black after the latest update and won't turn on!,461,
461,AppleSupport,False,Tue Oct 31 22:15:00 +0000 2017,"@user_460 We're here to help! Try a forced restart by pressing Volume Up, Volume Down, then hold Power button.",,460
462,user_462,True,Tue Oct 31 22:12:00 +0000 2017,@AppleSupport My iPhone 11 battery drains from 100% to 10% in just two hours. Is this a hardware glitch?,463,
463,AppleSupport,False,Tue Oct 31 22:18:00 +0000 2017,"@user_462 Battery health is vital. Check Settings > Battery > Battery Health, and send us a DM with your iOS version.",,462
464,user_464,True,Tue Oct 31 22:20:00 +0000 2017,"@AppleSupport Ever since updating to iOS 17, WiFi keeps disconnecting every few minutes.",465,
465,AppleSupport,False,Tue Oct 31 22:25:00 +0000 2017,@customer_3 Let's fix that. Go to Settings > General > Transfer or Reset > Reset Network Settings.,,464
466,user_466,True,Tue Oct 31 22:30:00 +0000 2017,@AppleSupport My phone is stuck on the Apple logo during software update. What should I do?,467,
467,AppleSupport,False,Tue Oct 31 22:35:00 +0000 2017,@customer_4 Connect to Finder/iTunes on a Mac/PC and enter Recovery Mode to restore or update your device.,,466
468,user_468,True,Tue Oct 31 22:40:00 +0000 2017,@AppleSupport Forgot my Apple ID password and security questions. Cannot sign into iCloud.,469,
469,AppleSupport,False,Tue Oct 31 22:45:00 +0000 2017,@customer_5 You can reset your password securely at iforgot.apple.com or via the Support app on a trusted device.,,468
470,user_470,True,Tue Oct 31 22:50:00 +0000 2017,@AppleSupport My iCloud storage says full even after deleting hundreds of photos!,471,
471,AppleSupport,False,Tue Oct 31 22:55:00 +0000 2017,@customer_6 Photos stay in 'Recently Deleted' for 30 days. Be sure to empty that folder in the Photos app.,,470
472,user_472,True,Tue Oct 31 23:00:00 +0000 2017,@AppleSupport I was double charged for my Apple Music subscription this month! I want a refund.,473,
473,AppleSupport,False,Tue Oct 31 23:05:00 +0000 2017,@customer_7 We can help review charges. Please visit reportaproblem.apple.com to check purchase history and request a refund.,,472
474,user_474,True,Tue Oct 31 23:10:00 +0000 2017,@AppleSupport How do I cancel an app subscription that renewed automatically today?,475,
475,AppleSupport,False,Tue Oct 31 23:15:00 +0000 2017,"@customer_8 Go to Settings > [Your Name] > Subscriptions, tap the subscription, and select Cancel Subscription.",,474
476,user_476,True,Tue Oct 31 23:20:00 +0000 2017,@AppleSupport Left AirPod Pro won't connect or charge in the case.,477,
477,AppleSupport,False,Tue Oct 31 23:25:00 +0000 2017,"@customer_9 Clean the charging contacts inside the case and AirPod stem, then hold the setup button on case to reset.",,476
478,user_478,True,Tue Oct 31 23:30:00 +0000 2017,@AppleSupport Can I book a Genius Bar appointment for screen replacement online?,479,
479,AppleSupport,False,Tue Oct 31 23:35:00 +0000 2017,@user_4780 Yes! You can schedule an appointment via support.apple.com or the Apple Support iOS app.,,478
480,user_480,True,Tue Oct 31 22:10:00 +0000 2017,@AppleSupport My iPhone screen went completely black after the latest update and won't turn on!,481,
481,AppleSupport,False,Tue Oct 31 22:15:00 +0000 2017,"@user_480 We're here to help! Try a forced restart by pressing Volume Up, Volume Down, then hold Power button.",,480
482,user_482,True,Tue Oct 31 22:12:00 +0000 2017,@AppleSupport My iPhone 11 battery drains from 100% to 10% in just two hours. Is this a hardware glitch?,483,
483,AppleSupport,False,Tue Oct 31 22:18:00 +0000 2017,"@user_482 Battery health is vital. Check Settings > Battery > Battery Health, and send us a DM with your iOS version.",,482
484,user_484,True,Tue Oct 31 22:20:00 +0000 2017,"@AppleSupport Ever since updating to iOS 17, WiFi keeps disconnecting every few minutes.",485,
485,AppleSupport,False,Tue Oct 31 22:25:00 +0000 2017,@customer_3 Let's fix that. Go to Settings > General > Transfer or Reset > Reset Network Settings.,,484
486,user_486,True,Tue Oct 31 22:30:00 +0000 2017,@AppleSupport My phone is stuck on the Apple logo during software update. What should I do?,487,
487,AppleSupport,False,Tue Oct 31 22:35:00 +0000 2017,@customer_4 Connect to Finder/iTunes on a Mac/PC and enter Recovery Mode to restore or update your device.,,486
488,user_488,True,Tue Oct 31 22:40:00 +0000 2017,@AppleSupport Forgot my Apple ID password and security questions. Cannot sign into iCloud.,489,
489,AppleSupport,False,Tue Oct 31 22:45:00 +0000 2017,@customer_5 You can reset your password securely at iforgot.apple.com or via the Support app on a trusted device.,,488
490,user_490,True,Tue Oct 31 22:50:00 +0000 2017,@AppleSupport My iCloud storage says full even after deleting hundreds of photos!,491,
491,AppleSupport,False,Tue Oct 31 22:55:00 +0000 2017,@customer_6 Photos stay in 'Recently Deleted' for 30 days. Be sure to empty that folder in the Photos app.,,490
492,user_492,True,Tue Oct 31 23:00:00 +0000 2017,@AppleSupport I was double charged for my Apple Music subscription this month! I want a refund.,493,
493,AppleSupport,False,Tue Oct 31 23:05:00 +0000 2017,@customer_7 We can help review charges. Please visit reportaproblem.apple.com to check purchase history and request a refund.,,492
494,user_494,True,Tue Oct 31 23:10:00 +0000 2017,@AppleSupport How do I cancel an app subscription that renewed automatically today?,495,
495,AppleSupport,False,Tue Oct 31 23:15:00 +0000 2017,"@customer_8 Go to Settings > [Your Name] > Subscriptions, tap the subscription, and select Cancel Subscription.",,494
496,user_496,True,Tue Oct 31 23:20:00 +0000 2017,@AppleSupport Left AirPod Pro won't connect or charge in the case.,497,
497,AppleSupport,False,Tue Oct 31 23:25:00 +0000 2017,"@customer_9 Clean the charging contacts inside the case and AirPod stem, then hold the setup button on case to reset.",,496
498,user_498,True,Tue Oct 31 23:30:00 +0000 2017,@AppleSupport Can I book a Genius Bar appointment for screen replacement online?,499,
499,AppleSupport,False,Tue Oct 31 23:35:00 +0000 2017,@user_4980 Yes! You can schedule an appointment via support.apple.com or the Apple Support iOS app.,,498
500,user_500,True,Tue Oct 31 22:10:00 +0000 2017,@AppleSupport My iPhone screen went completely black after the latest update and won't turn on!,501,
501,AppleSupport,False,Tue Oct 31 22:15:00 +0000 2017,"@user_500 We're here to help! Try a forced restart by pressing Volume Up, Volume Down, then hold Power button.",,500
502,user_502,True,Tue Oct 31 22:12:00 +0000 2017,@AppleSupport My iPhone 11 battery drains from 100% to 10% in just two hours. Is this a hardware glitch?,503,
503,AppleSupport,False,Tue Oct 31 22:18:00 +0000 2017,"@user_502 Battery health is vital. Check Settings > Battery > Battery Health, and send us a DM with your iOS version.",,502
504,user_504,True,Tue Oct 31 22:20:00 +0000 2017,"@AppleSupport Ever since updating to iOS 17, WiFi keeps disconnecting every few minutes.",505,
505,AppleSupport,False,Tue Oct 31 22:25:00 +0000 2017,@customer_3 Let's fix that. Go to Settings > General > Transfer or Reset > Reset Network Settings.,,504
506,user_506,True,Tue Oct 31 22:30:00 +0000 2017,@AppleSupport My phone is stuck on the Apple logo during software update. What should I do?,507,
507,AppleSupport,False,Tue Oct 31 22:35:00 +0000 2017,@customer_4 Connect to Finder/iTunes on a Mac/PC and enter Recovery Mode to restore or update your device.,,506
508,user_508,True,Tue Oct 31 22:40:00 +0000 2017,@AppleSupport Forgot my Apple ID password and security questions. Cannot sign into iCloud.,509,
509,AppleSupport,False,Tue Oct 31 22:45:00 +0000 2017,@customer_5 You can reset your password securely at iforgot.apple.com or via the Support app on a trusted device.,,508
510,user_510,True,Tue Oct 31 22:50:00 +0000 2017,@AppleSupport My iCloud storage says full even after deleting hundreds of photos!,511,
511,AppleSupport,False,Tue Oct 31 22:55:00 +0000 2017,@customer_6 Photos stay in 'Recently Deleted' for 30 days. Be sure to empty that folder in the Photos app.,,510
512,user_512,True,Tue Oct 31 23:00:00 +0000 2017,@AppleSupport I was double charged for my Apple Music subscription this month! I want a refund.,513,
513,AppleSupport,False,Tue Oct 31 23:05:00 +0000 2017,@customer_7 We can help review charges. Please visit reportaproblem.apple.com to check purchase history and request a refund.,,512
514,user_514,True,Tue Oct 31 23:10:00 +0000 2017,@AppleSupport How do I cancel an app subscription that renewed automatically today?,515,
515,AppleSupport,False,Tue Oct 31 23:15:00 +0000 2017,"@customer_8 Go to Settings > [Your Name] > Subscriptions, tap the subscription, and select Cancel Subscription.",,514
516,user_516,True,Tue Oct 31 23:20:00 +0000 2017,@AppleSupport Left AirPod Pro won't connect or charge in the case.,517,
517,AppleSupport,False,Tue Oct 31 23:25:00 +0000 2017,"@customer_9 Clean the charging contacts inside the case and AirPod stem, then hold the setup button on case to reset.",,516
518,user_518,True,Tue Oct 31 23:30:00 +0000 2017,@AppleSupport Can I book a Genius Bar appointment for screen replacement online?,519,
519,AppleSupport,False,Tue Oct 31 23:35:00 +0000 2017,@user_5180 Yes! You can schedule an appointment via support.apple.com or the Apple Support iOS app.,,518
520,user_520,True,Tue Oct 31 22:10:00 +0000 2017,@AppleSupport My iPhone screen went completely black after the latest update and won't turn on!,521,
521,AppleSupport,False,Tue Oct 31 22:15:00 +0000 2017,"@user_520 We're here to help! Try a forced restart by pressing Volume Up, Volume Down, then hold Power button.",,520
522,user_522,True,Tue Oct 31 22:12:00 +0000 2017,@AppleSupport My iPhone 11 battery drains from 100% to 10% in just two hours. Is this a hardware glitch?,523,
523,AppleSupport,False,Tue Oct 31 22:18:00 +0000 2017,"@user_522 Battery health is vital. Check Settings > Battery > Battery Health, and send us a DM with your iOS version.",,522
524,user_524,True,Tue Oct 31 22:20:00 +0000 2017,"@AppleSupport Ever since updating to iOS 17, WiFi keeps disconnecting every few minutes.",525,
525,AppleSupport,False,Tue Oct 31 22:25:00 +0000 2017,@customer_3 Let's fix that. Go to Settings > General > Transfer or Reset > Reset Network Settings.,,524
526,user_526,True,Tue Oct 31 22:30:00 +0000 2017,@AppleSupport My phone is stuck on the Apple logo during software update. What should I do?,527,
527,AppleSupport,False,Tue Oct 31 22:35:00 +0000 2017,@customer_4 Connect to Finder/iTunes on a Mac/PC and enter Recovery Mode to restore or update your device.,,526
528,user_528,True,Tue Oct 31 22:40:00 +0000 2017,@AppleSupport Forgot my Apple ID password and security questions. Cannot sign into iCloud.,529,
529,AppleSupport,False,Tue Oct 31 22:45:00 +0000 2017,@customer_5 You can reset your password securely at iforgot.apple.com or via the Support app on a trusted device.,,528
530,user_530,True,Tue Oct 31 22:50:00 +0000 2017,@AppleSupport My iCloud storage says full even after deleting hundreds of photos!,531,
531,AppleSupport,False,Tue Oct 31 22:55:00 +0000 2017,@customer_6 Photos stay in 'Recently Deleted' for 30 days. Be sure to empty that folder in the Photos app.,,530
532,user_532,True,Tue Oct 31 23:00:00 +0000 2017,@AppleSupport I was double charged for my Apple Music subscription this month! I want a refund.,533,
533,AppleSupport,False,Tue Oct 31 23:05:00 +0000 2017,@customer_7 We can help review charges. Please visit reportaproblem.apple.com to check purchase history and request a refund.,,532
534,user_534,True,Tue Oct 31 23:10:00 +0000 2017,@AppleSupport How do I cancel an app subscription that renewed automatically today?,535,
535,AppleSupport,False,Tue Oct 31 23:15:00 +0000 2017,"@customer_8 Go to Settings > [Your Name] > Subscriptions, tap the subscription, and select Cancel Subscription.",,534
536,user_536,True,Tue Oct 31 23:20:00 +0000 2017,@AppleSupport Left AirPod Pro won't connect or charge in the case.,537,
537,AppleSupport,False,Tue Oct 31 23:25:00 +0000 2017,"@customer_9 Clean the charging contacts inside the case and AirPod stem, then hold the setup button on case to reset.",,536
538,user_538,True,Tue Oct 31 23:30:00 +0000 2017,@AppleSupport Can I book a Genius Bar appointment for screen replacement online?,539,
539,AppleSupport,False,Tue Oct 31 23:35:00 +0000 2017,@user_5380 Yes! You can schedule an appointment via support.apple.com or the Apple Support iOS app.,,538
540,user_540,True,Tue Oct 31 22:10:00 +0000 2017,@AppleSupport My iPhone screen went completely black after the latest update and won't turn on!,541,
541,AppleSupport,False,Tue Oct 31 22:15:00 +0000 2017,"@user_540 We're here to help! Try a forced restart by pressing Volume Up, Volume Down, then hold Power button.",,540
542,user_542,True,Tue Oct 31 22:12:00 +0000 2017,@AppleSupport My iPhone 11 battery drains from 100% to 10% in just two hours. Is this a hardware glitch?,543,
543,AppleSupport,False,Tue Oct 31 22:18:00 +0000 2017,"@user_542 Battery health is vital. Check Settings > Battery > Battery Health, and send us a DM with your iOS version.",,542
544,user_544,True,Tue Oct 31 22:20:00 +0000 2017,"@AppleSupport Ever since updating to iOS 17, WiFi keeps disconnecting every few minutes.",545,
545,AppleSupport,False,Tue Oct 31 22:25:00 +0000 2017,@customer_3 Let's fix that. Go to Settings > General > Transfer or Reset > Reset Network Settings.,,544
546,user_546,True,Tue Oct 31 22:30:00 +0000 2017,@AppleSupport My phone is stuck on the Apple logo during software update. What should I do?,547,
547,AppleSupport,False,Tue Oct 31 22:35:00 +0000 2017,@customer_4 Connect to Finder/iTunes on a Mac/PC and enter Recovery Mode to restore or update your device.,,546
548,user_548,True,Tue Oct 31 22:40:00 +0000 2017,@AppleSupport Forgot my Apple ID password and security questions. Cannot sign into iCloud.,549,
549,AppleSupport,False,Tue Oct 31 22:45:00 +0000 2017,@customer_5 You can reset your password securely at iforgot.apple.com or via the Support app on a trusted device.,,548
550,user_550,True,Tue Oct 31 22:50:00 +0000 2017,@AppleSupport My iCloud storage says full even after deleting hundreds of photos!,551,
551,AppleSupport,False,Tue Oct 31 22:55:00 +0000 2017,@customer_6 Photos stay in 'Recently Deleted' for 30 days. Be sure to empty that folder in the Photos app.,,550
552,user_552,True,Tue Oct 31 23:00:00 +0000 2017,@AppleSupport I was double charged for my Apple Music subscription this month! I want a refund.,553,
553,AppleSupport,False,Tue Oct 31 23:05:00 +0000 2017,@customer_7 We can help review charges. Please visit reportaproblem.apple.com to check purchase history and request a refund.,,552
554,user_554,True,Tue Oct 31 23:10:00 +0000 2017,@AppleSupport How do I cancel an app subscription that renewed automatically today?,555,
555,AppleSupport,False,Tue Oct 31 23:15:00 +0000 2017,"@customer_8 Go to Settings > [Your Name] > Subscriptions, tap the subscription, and select Cancel Subscription.",,554
556,user_556,True,Tue Oct 31 23:20:00 +0000 2017,@AppleSupport Left AirPod Pro won't connect or charge in the case.,557,
557,AppleSupport,False,Tue Oct 31 23:25:00 +0000 2017,"@customer_9 Clean the charging contacts inside the case and AirPod stem, then hold the setup button on case to reset.",,556
558,user_558,True,Tue Oct 31 23:30:00 +0000 2017,@AppleSupport Can I book a Genius Bar appointment for screen replacement online?,559,
559,AppleSupport,False,Tue Oct 31 23:35:00 +0000 2017,@user_5580 Yes! You can schedule an appointment via support.apple.com or the Apple Support iOS app.,,558
560,user_560,True,Tue Oct 31 22:10:00 +0000 2017,@AppleSupport My iPhone screen went completely black after the latest update and won't turn on!,561,
561,AppleSupport,False,Tue Oct 31 22:15:00 +0000 2017,"@user_560 We're here to help! Try a forced restart by pressing Volume Up, Volume Down, then hold Power button.",,560
562,user_562,True,Tue Oct 31 22:12:00 +0000 2017,@AppleSupport My iPhone 11 battery drains from 100% to 10% in just two hours. Is this a hardware glitch?,563,
563,AppleSupport,False,Tue Oct 31 22:18:00 +0000 2017,"@user_562 Battery health is vital. Check Settings > Battery > Battery Health, and send us a DM with your iOS version.",,562
564,user_564,True,Tue Oct 31 22:20:00 +0000 2017,"@AppleSupport Ever since updating to iOS 17, WiFi keeps disconnecting every few minutes.",565,
565,AppleSupport,False,Tue Oct 31 22:25:00 +0000 2017,@customer_3 Let's fix that. Go to Settings > General > Transfer or Reset > Reset Network Settings.,,564
566,user_566,True,Tue Oct 31 22:30:00 +0000 2017,@AppleSupport My phone is stuck on the Apple logo during software update. What should I do?,567,
567,AppleSupport,False,Tue Oct 31 22:35:00 +0000 2017,@customer_4 Connect to Finder/iTunes on a Mac/PC and enter Recovery Mode to restore or update your device.,,566
568,user_568,True,Tue Oct 31 22:40:00 +0000 2017,@AppleSupport Forgot my Apple ID password and security questions. Cannot sign into iCloud.,569,
569,AppleSupport,False,Tue Oct 31 22:45:00 +0000 2017,@customer_5 You can reset your password securely at iforgot.apple.com or via the Support app on a trusted device.,,568
570,user_570,True,Tue Oct 31 22:50:00 +0000 2017,@AppleSupport My iCloud storage says full even after deleting hundreds of photos!,571,
571,AppleSupport,False,Tue Oct 31 22:55:00 +0000 2017,@customer_6 Photos stay in 'Recently Deleted' for 30 days. Be sure to empty that folder in the Photos app.,,570
572,user_572,True,Tue Oct 31 23:00:00 +0000 2017,@AppleSupport I was double charged for my Apple Music subscription this month! I want a refund.,573,
573,AppleSupport,False,Tue Oct 31 23:05:00 +0000 2017,@customer_7 We can help review charges. Please visit reportaproblem.apple.com to check purchase history and request a refund.,,572
574,user_574,True,Tue Oct 31 23:10:00 +0000 2017,@AppleSupport How do I cancel an app subscription that renewed automatically today?,575,
575,AppleSupport,False,Tue Oct 31 23:15:00 +0000 2017,"@customer_8 Go to Settings > [Your Name] > Subscriptions, tap the subscription, and select Cancel Subscription.",,574
576,user_576,True,Tue Oct 31 23:20:00 +0000 2017,@AppleSupport Left AirPod Pro won't connect or charge in the case.,577,
577,AppleSupport,False,Tue Oct 31 23:25:00 +0000 2017,"@customer_9 Clean the charging contacts inside the case and AirPod stem, then hold the setup button on case to reset.",,576
578,user_578,True,Tue Oct 31 23:30:00 +0000 2017,@AppleSupport Can I book a Genius Bar appointment for screen replacement online?,579,
579,AppleSupport,False,Tue Oct 31 23:35:00 +0000 2017,@user_5780 Yes! You can schedule an appointment via support.apple.com or the Apple Support iOS app.,,578
580,user_580,True,Tue Oct 31 22:10:00 +0000 2017,@AppleSupport My iPhone screen went completely black after the latest update and won't turn on!,581,
581,AppleSupport,False,Tue Oct 31 22:15:00 +0000 2017,"@user_580 We're here to help! Try a forced restart by pressing Volume Up, Volume Down, then hold Power button.",,580
582,user_582,True,Tue Oct 31 22:12:00 +0000 2017,@AppleSupport My iPhone 11 battery drains from 100% to 10% in just two hours. Is this a hardware glitch?,583,
583,AppleSupport,False,Tue Oct 31 22:18:00 +0000 2017,"@user_582 Battery health is vital. Check Settings > Battery > Battery Health, and send us a DM with your iOS version.",,582
